index	album	song_title	lyric	line_number	release_date
62	Fearless	You Belong with Me 	[Outro]	53	2008-11-11
62	Fearless	You Belong with Me 	You belong with me	54	2008-11-11
62	Fearless	You Belong with Me 	Have you ever thought just maybe	55	2008-11-11
62	Fearless	You Belong with Me 	You belong with me?	56	2008-11-11
62	Fearless	You Belong with Me 	You belong with me	57	2008-11-11
63	Red	I Knew You Were Trouble 	[Intro]	0	2012-10-09
63	Red	I Knew You Were Trouble 	[Verse 1]	1	2012-10-09
63	Red	I Knew You Were Trouble 	Once upon a time, a few mistakes ago	2	2012-10-09
63	Red	I Knew You Were Trouble 	I was in your sights, you got me alone	3	2012-10-09
63	Red	I Knew You Were Trouble 	You found me, you found me, you found me	4	2012-10-09
63	Red	I Knew You Were Trouble 	I guess you didn't care, and I guess I liked that	5	2012-10-09
63	Red	I Knew You Were Trouble 	And when I fell hard, you took a step back	6	2012-10-09
63	Red	I Knew You Were Trouble 	Without me, without me, without me	7	2012-10-09
63	Red	I Knew You Were Trouble 	[Pre-Chorus]	8	2012-10-09
63	Red	I Knew You Were Trouble 	And he's long gone, when he's next to me	9	2012-10-09
63	Red	I Knew You Were Trouble 	And I realize the blame is on me	10	2012-10-09
63	Red	I Knew You Were Trouble 	[Chorus]	11	2012-10-09
63	Red	I Knew You Were Trouble 	'Cause I knew you were trouble when you walked in	12	2012-10-09
63	Red	I Knew You Were Trouble 	So, shame on me now	13	2012-10-09
63	Red	I Knew You Were Trouble 	Flew me to places I'd never been	14	2012-10-09
63	Red	I Knew You Were Trouble 	'Til you put me down, oh	15	2012-10-09
63	Red	I Knew You Were Trouble 	I knew you were trouble when you walked in	16	2012-10-09
63	Red	I Knew You Were Trouble 	So, shame on me now	17	2012-10-09
63	Red	I Knew You Were Trouble 	Flew me to places I'd never been	18	2012-10-09
63	Red	I Knew You Were Trouble 	Now I'm lying on the cold hard ground	19	2012-10-09
63	Red	I Knew You Were Trouble 	Oh, oh-oh	20	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble	21	2012-10-09
63	Red	I Knew You Were Trouble 	Oh, oh-oh	22	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble	23	2012-10-09
63	Red	I Knew You Were Trouble 	[Verse 2]	24	2012-10-09
63	Red	I Knew You Were Trouble 	No apologies, he'll never see you cry	25	2012-10-09
63	Red	I Knew You Were Trouble 	Pretend he doesn't know	26	2012-10-09
63	Red	I Knew You Were Trouble 	That he's the reason why	27	2012-10-09
63	Red	I Knew You Were Trouble 	You're drowning, you're drowning	28	2012-10-09
63	Red	I Knew You Were Trouble 	You're drowning	29	2012-10-09
63	Red	I Knew You Were Trouble 	And I heard you moved on	30	2012-10-09
63	Red	I Knew You Were Trouble 	From whispers on the street	31	2012-10-09
63	Red	I Knew You Were Trouble 	A new notch in your belt is all I'll ever be	32	2012-10-09
63	Red	I Knew You Were Trouble 	And now I see, now I see	33	2012-10-09
63	Red	I Knew You Were Trouble 	Now I see	34	2012-10-09
63	Red	I Knew You Were Trouble 	[Pre-Chorus]	35	2012-10-09
63	Red	I Knew You Were Trouble 	He was long gone when he met me	36	2012-10-09
63	Red	I Knew You Were Trouble 	And I realize the joke is on me, hey!	37	2012-10-09
63	Red	I Knew You Were Trouble 	[Chorus]	38	2012-10-09
63	Red	I Knew You Were Trouble 	I knew you were trouble when you walked in (oh)	39	2012-10-09
63	Red	I Knew You Were Trouble 	So, shame on me now	40	2012-10-09
63	Red	I Knew You Were Trouble 	Flew me to places I'd never been	41	2012-10-09
63	Red	I Knew You Were Trouble 	'Til you put me down, oh	42	2012-10-09
63	Red	I Knew You Were Trouble 	I knew you were trouble when you walked in	43	2012-10-09
63	Red	I Knew You Were Trouble 	So, shame on me now	44	2012-10-09
63	Red	I Knew You Were Trouble 	Flew me to places I'd never been (yeah)	45	2012-10-09
63	Red	I Knew You Were Trouble 	Now I'm lying on the cold hard ground	46	2012-10-09
63	Red	I Knew You Were Trouble 	Oh, oh-oh (yeah)	47	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble	48	2012-10-09
63	Red	I Knew You Were Trouble 	Oh, oh-oh	49	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble	50	2012-10-09
63	Red	I Knew You Were Trouble 	[Bridge]	51	2012-10-09
63	Red	I Knew You Were Trouble 	And the saddest fear	52	2012-10-09
63	Red	I Knew You Were Trouble 	Comes creeping in	53	2012-10-09
63	Red	I Knew You Were Trouble 	That you never loved me	54	2012-10-09
63	Red	I Knew You Were Trouble 	Or her, or anyone, or anything, yeah!	55	2012-10-09
63	Red	I Knew You Were Trouble 	[Chorus]	56	2012-10-09
63	Red	I Knew You Were Trouble 	I knew you were trouble when you walked in	57	2012-10-09
63	Red	I Knew You Were Trouble 	So, shame on me now	58	2012-10-09
63	Red	I Knew You Were Trouble 	Flew me to places I'd never been (never been)	59	2012-10-09
63	Red	I Knew You Were Trouble 	'Til you put me down, oh	60	2012-10-09
63	Red	I Knew You Were Trouble 	I knew you were trouble when you walked in	61	2012-10-09
63	Red	I Knew You Were Trouble 	(Knew it right there)	62	2012-10-09
63	Red	I Knew You Were Trouble 	So, shame on me now (knew it right there)	63	2012-10-09
63	Red	I Knew You Were Trouble 	Flew me to places I'd never been (ooh)	64	2012-10-09
63	Red	I Knew You Were Trouble 	Now I'm lying on the cold hard ground	65	2012-10-09
63	Red	I Knew You Were Trouble 	Oh, oh-oh	66	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble (oh)	67	2012-10-09
63	Red	I Knew You Were Trouble 	Oh, oh-oh	68	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble	69	2012-10-09
63	Red	I Knew You Were Trouble 	[Outro]	70	2012-10-09
63	Red	I Knew You Were Trouble 	I knew you were trouble when you walked in	71	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble	72	2012-10-09
63	Red	I Knew You Were Trouble 	I knew you were trouble when you walked in	73	2012-10-09
63	Red	I Knew You Were Trouble 	Trouble, trouble, trouble	74	2012-10-09
63	Red	I Knew You Were Trouble 	[Outro]	75	2012-10-09
64	1989 (Deluxe)	New Romantics 	[Verse 1]	0	2015-03-03
64	1989 (Deluxe)	New Romantics 	We're all bored, we're all so tired of everything	1	2015-03-03
64	1989 (Deluxe)	New Romantics 	We wait for trains that just aren't coming	2	2015-03-03
64	1989 (Deluxe)	New Romantics 	We show off our different scarlet letters	3	2015-03-03
64	1989 (Deluxe)	New Romantics 	Trust me, mine is better	4	2015-03-03
64	1989 (Deluxe)	New Romantics 	We're so young, but we're on the road to ruin	5	2015-03-03
64	1989 (Deluxe)	New Romantics 	We play dumb, but we know exactly what we're doing	6	2015-03-03
64	1989 (Deluxe)	New Romantics 	We cry tears of mascara in the bathroom	7	2015-03-03
64	1989 (Deluxe)	New Romantics 	Honey, life is just a classroom	8	2015-03-03
64	1989 (Deluxe)	New Romantics 	(Ah, ah, ah, ah, ah, ah)	9	2015-03-03
64	1989 (Deluxe)	New Romantics 	[Chorus]	10	2015-03-03
64	1989 (Deluxe)	New Romantics 	'Cause baby, I could build a castle	11	2015-03-03
64	1989 (Deluxe)	New Romantics 	Out of all the bricks they threw at me	12	2015-03-03
64	1989 (Deluxe)	New Romantics 	And every day is like a battle	13	2015-03-03
64	1989 (Deluxe)	New Romantics 	But every night with us is like a dream	14	2015-03-03
64	1989 (Deluxe)	New Romantics 	Baby, we're the new romantics	15	2015-03-03
64	1989 (Deluxe)	New Romantics 	Come on, come along with me	16	2015-03-03
64	1989 (Deluxe)	New Romantics 	Heartbreak is the national anthem	17	2015-03-03
64	1989 (Deluxe)	New Romantics 	We sing it proudly	18	2015-03-03
64	1989 (Deluxe)	New Romantics 	We are too busy dancing to get knocked off our feet	19	2015-03-03
64	1989 (Deluxe)	New Romantics 	Baby, we're the new romantics	20	2015-03-03
64	1989 (Deluxe)	New Romantics 	The best people in life are free	21	2015-03-03
64	1989 (Deluxe)	New Romantics 	[Verse 2]	22	2015-03-03
64	1989 (Deluxe)	New Romantics 	We're all here, the lights and noise are blinding	23	2015-03-03
64	1989 (Deluxe)	New Romantics 	We hang back, it's all in the timing	24	2015-03-03
64	1989 (Deluxe)	New Romantics 	It's poker	25	2015-03-03
64	1989 (Deluxe)	New Romantics 	You can't see it in my face	26	2015-03-03
64	1989 (Deluxe)	New Romantics 	But I'm about to play my Ace (ahh)	27	2015-03-03
64	1989 (Deluxe)	New Romantics 	We need love, but all we want is danger	28	2015-03-03
64	1989 (Deluxe)	New Romantics 	We team up, then switch sides like a record changer	29	2015-03-03
64	1989 (Deluxe)	New Romantics 	The rumors are terrible and cruel	30	2015-03-03
64	1989 (Deluxe)	New Romantics 	But honey, most of them are true	31	2015-03-03
64	1989 (Deluxe)	New Romantics 	(Ah, ah, ah, ah, ah, ah)	32	2015-03-03
64	1989 (Deluxe)	New Romantics 	[Chorus]	33	2015-03-03
64	1989 (Deluxe)	New Romantics 	'Cause baby, I could build a castle	34	2015-03-03
64	1989 (Deluxe)	New Romantics 	Out of all the bricks they threw at me	35	2015-03-03
64	1989 (Deluxe)	New Romantics 	And every day is like a battle	36	2015-03-03
64	1989 (Deluxe)	New Romantics 	But every night with us is like a dream	37	2015-03-03
64	1989 (Deluxe)	New Romantics 	Baby, we're the new romantics	38	2015-03-03
64	1989 (Deluxe)	New Romantics 	Come on, come along with me	39	2015-03-03
64	1989 (Deluxe)	New Romantics 	Heartbreak is the national anthem	40	2015-03-03
64	1989 (Deluxe)	New Romantics 	We sing it proudly	41	2015-03-03
64	1989 (Deluxe)	New Romantics 	We are too busy dancing (yeah) to get knocked off our feet	42	2015-03-03
64	1989 (Deluxe)	New Romantics 	Baby, we're the new romantics	43	2015-03-03
64	1989 (Deluxe)	New Romantics 	The best people in life are free	44	2015-03-03
64	1989 (Deluxe)	New Romantics 	[Post-Chorus]	45	2015-03-03
64	1989 (Deluxe)	New Romantics 	(Oh, oh, oh-oh, oh)	46	2015-03-03
64	1989 (Deluxe)	New Romantics 	Oh-oh	47	2015-03-03
64	1989 (Deluxe)	New Romantics 	(Oh, oh, oh-oh, oh)	48	2015-03-03
64	1989 (Deluxe)	New Romantics 	So, come on, come along with me	49	2015-03-03
64	1989 (Deluxe)	New Romantics 	(Oh, oh, oh-oh, oh)	50	2015-03-03
64	1989 (Deluxe)	New Romantics 	The best people in life are free	51	2015-03-03
64	1989 (Deluxe)	New Romantics 	(Oh, oh, oh-oh, oh)	52	2015-03-03
64	1989 (Deluxe)	New Romantics 	[Bridge]	53	2015-03-03
64	1989 (Deluxe)	New Romantics 	Please take my hand and	54	2015-03-03
64	1989 (Deluxe)	New Romantics 	Please take me dancing, and	55	2015-03-03
64	1989 (Deluxe)	New Romantics 	Please leave me stranded	56	2015-03-03
64	1989 (Deluxe)	New Romantics 	It's so romantic (it's so romantic)	57	2015-03-03
64	1989 (Deluxe)	New Romantics 	(Ah, ah, ah, ah, ah, ah)	58	2015-03-03
64	1989 (Deluxe)	New Romantics 	[Breakdown]	59	2015-03-03
64	1989 (Deluxe)	New Romantics 	Oh, 'cause baby, I could build a castle	60	2015-03-03
64	1989 (Deluxe)	New Romantics 	Out of all the bricks they threw at me	61	2015-03-03
64	1989 (Deluxe)	New Romantics 	And every day is like a battle, oh-oh	62	2015-03-03
64	1989 (Deluxe)	New Romantics 	But every night with us is like a dream	63	2015-03-03
64	1989 (Deluxe)	New Romantics 	[Chorus]	64	2015-03-03
64	1989 (Deluxe)	New Romantics 	'Cause baby, I could build a castle (castle)	65	2015-03-03
64	1989 (Deluxe)	New Romantics 	Out of all the bricks they threw at me	66	2015-03-03
64	1989 (Deluxe)	New Romantics 	And every day is like a battle	67	2015-03-03
64	1989 (Deluxe)	New Romantics 	But every night with us is like a dream	68	2015-03-03
64	1989 (Deluxe)	New Romantics 	Baby, we're the new romantics	69	2015-03-03
64	1989 (Deluxe)	New Romantics 	Come on, come along with me	70	2015-03-03
64	1989 (Deluxe)	New Romantics 	Heartbreak is the national anthem	71	2015-03-03
64	1989 (Deluxe)	New Romantics 	We sing it proudly	72	2015-03-03
64	1989 (Deluxe)	New Romantics 	We are too busy dancing to get knocked off our feet	73	2015-03-03
64	1989 (Deluxe)	New Romantics 	Baby, we're the new romantics	74	2015-03-03
64	1989 (Deluxe)	New Romantics 	The best people in life are free	75	2015-03-03
66	Red	We Are Never Ever Getting Back Together 	[Verse 1]	0	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	I remember when we broke up the first time	1	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Saying, "This is it, I've had enough," 'cause like	2	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We hadn't seen each other in a month	3	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	When you said you needed "space" (what?)	4	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Then you come around again and say	5	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	"Baby, I miss you and I swear I'm gonna change, trust me"	6	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Remember how that lasted for a day?	7	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	I say, "I hate you," we break up, you call me, "I love you"	8	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Pre-Chorus 1]	9	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ooh-ooh-ooh-ooh-ooh	10	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We called it off again last night, but	11	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ooh-ooh-ooh-ooh-ooh	12	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	This time, I'm telling you, I'm telling you	13	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Chorus]	14	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We are never, ever, ever getting back together	15	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We are never, ever, ever getting back together	16	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	You go talk to your friends, talk to my friends, talk to me	17	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	But we are never, ever, ever, ever getting back together	18	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Like, ever	19	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Verse 2]	20	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	I'm really gonna miss you picking fights	21	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	And me, falling for it, screaming that I'm right	22	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	And you would hide away and find your peace of mind	23	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	With some indie record that's much cooler than mine	24	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Pre-Chorus 2]	25	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ooh-ooh-ooh-ooh-ooh	26	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	You called me up again tonight, but	27	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ooh-ooh-ooh-ooh-ooh	28	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	This time, I'm telling you, I'm telling you	29	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Chorus]	30	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We are never, ever, ever getting back together	31	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We are never, ever, ever (ever) getting back together	32	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	You go talk to your friends, talk to my friends, talk to me	33	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	(Talk to me)	34	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	But we are never, ever, ever, ever getting back together	35	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Post-Chorus]	36	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ooh-ooh-ooh-ooh-ooh (yeah)	37	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ooh-ooh-ooh-ooh-ooh (yeah)	38	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ooh-ooh-ooh-ooh-ooh (yeah)	39	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Oh-oh-oh	40	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Bridge]	41	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	I used to think that we were forever, ever	42	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	And I used to say, "Never say never"	43	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Ugh, so he calls me up and he's like, "I still love you"	44	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	And I'm like, "I just- I mean, this is exhausting, you know?	45	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Like, we are never getting back together, like, ever"	46	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Chorus]	47	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We are never, ever, ever getting back together	48	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We are never, ever, ever (ooh) getting back together	49	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	You go talk to your friends, talk to my friends, talk to me	50	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	But we are never, ever, ever, ever getting back together	51	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	[Outro]	52	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We (ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no)	53	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Getting back together	54	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	We (ooh-ooh-ooh-ooh-ooh, oh, oh, yeah)	55	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	Getting back together	56	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	You go talk to your friends, talk to my friends, talk to me	57	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	(Talk to me)	58	2012-08-13
66	Red	We Are Never Ever Getting Back Together 	But we are never, ever, ever, ever getting back together	59	2012-08-13
67	Red	22 	[Verse 1]	0	2012-10-22
67	Red	22 	It feels like a perfect night	1	2012-10-22
67	Red	22 	To dress up like hipsters	2	2012-10-22
67	Red	22 	And make fun of our exes, uh-uh, uh-uh	3	2012-10-22
67	Red	22 	It feels like a perfect night	4	2012-10-22
67	Red	22 	For breakfast at midnight	5	2012-10-22
67	Red	22 	To fall in love with strangers, uh-uh, uh-uh	6	2012-10-22
67	Red	22 	[Pre-Chorus]	7	2012-10-22
67	Red	22 	Yeah	8	2012-10-22
67	Red	22 	We're happy, free, confused, and lonely at the same time	9	2012-10-22
67	Red	22 	It's miserable and magical, oh, yeah	10	2012-10-22
67	Red	22 	Tonight's the night when we forget about the deadlines	11	2012-10-22
67	Red	22 	It's time, oh-oh	12	2012-10-22
67	Red	22 	[Chorus]	13	2012-10-22
67	Red	22 	I don't know about you, but I'm feeling 22	14	2012-10-22
67	Red	22 	Everything will be alright if you keep me next to you	15	2012-10-22
67	Red	22 	You don't know about me, but I'll bet you want to	16	2012-10-22
67	Red	22 	Everything will be alright if we just keep dancing like we're	17	2012-10-22
67	Red	22 	22, 22	18	2012-10-22
67	Red	22 	[Verse 2]	19	2012-10-22
67	Red	22 	It seems like one of those nights	20	2012-10-22
67	Red	22 	This place is too crowded	21	2012-10-22
67	Red	22 	Too many cool kids, uh-uh, uh-uh	22	2012-10-22
67	Red	22 	(Who's Taylor Swift, anyway? Ew)	23	2012-10-22
67	Red	22 	It seems like one of those nights	24	2012-10-22
67	Red	22 	We ditch the whole scene	25	2012-10-22
67	Red	22 	And end up dreaming	26	2012-10-22
67	Red	22 	Instead of sleeping	27	2012-10-22
67	Red	22 	[Pre-Chorus]	28	2012-10-22
67	Red	22 	Yeah	29	2012-10-22
67	Red	22 	We're happy, free, confused, and lonely in the best way	30	2012-10-22
67	Red	22 	It's miserable and magical, oh, yeah	31	2012-10-22
67	Red	22 	Tonight's the night when we forget about the heartbreaks	32	2012-10-22
67	Red	22 	It's time, oh-oh	33	2012-10-22
67	Red	22 	[Chorus]	34	2012-10-22
67	Red	22 	(Hey!)	35	2012-10-22
67	Red	22 	I don't know about you, but I'm feeling 22	36	2012-10-22
67	Red	22 	Everything will be alright (Ooh) if you keep me next to you	37	2012-10-22
67	Red	22 	You don't know about me, but I'll bet you want to	38	2012-10-22
67	Red	22 	Everything will be alright if (Alright)	39	2012-10-22
67	Red	22 	We just keep dancing like we're 22 (Oh, oh, oh, oh, oh)	40	2012-10-22
67	Red	22 	22 (I don't know about you)	41	2012-10-22
67	Red	22 	22, 22	42	2012-10-22
67	Red	22 	[Bridge]	43	2012-10-22
67	Red	22 	It feels like one of those nights	44	2012-10-22
67	Red	22 	We ditch the whole scene	45	2012-10-22
67	Red	22 	It feels like one of those nights	46	2012-10-22
67	Red	22 	We won't be sleeping	47	2012-10-22
67	Red	22 	It feels like one of those nights	48	2012-10-22
67	Red	22 	You look like bad news	49	2012-10-22
67	Red	22 	I gotta have you	50	2012-10-22
67	Red	22 	I gotta have you	51	2012-10-22
67	Red	22 	Ooh, ooh, yeah	52	2012-10-22
67	Red	22 	[Chorus]	53	2012-10-22
67	Red	22 	(Hey!)	54	2012-10-22
67	Red	22 	I don't know about you, but I'm feeling 22	55	2012-10-22
67	Red	22 	Everything will be alright if (Ooh) you keep me next to you	56	2012-10-22
67	Red	22 	You don't know about me, but I'll bet you want to	57	2012-10-22
67	Red	22 	Everything will be alright if we just keep dancing like we're	58	2012-10-22
67	Red	22 	22 (Whoa, oh)	59	2012-10-22
67	Red	22 	22 (Dancing like)	60	2012-10-22
67	Red	22 	22 (Yeah, yeah), 22, (Yeah, yeah, yeah)	61	2012-10-22
67	Red	22 	[Outro]	62	2012-10-22
67	Red	22 	It feels like one of those nights	63	2012-10-22
67	Red	22 	We ditch the whole scene	64	2012-10-22
67	Red	22 	It feels like one of those nights	65	2012-10-22
67	Red	22 	We won't be sleeping	66	2012-10-22
67	Red	22 	It feels like one of those nights	67	2012-10-22
67	Red	22 	You look like bad news	68	2012-10-22
67	Red	22 	I gotta have you	69	2012-10-22
67	Red	22 	I gotta have you	70	2012-10-22
68	1989 (Deluxe)	Wonderland 	[Verse 1]	0	2015-02-17
68	1989 (Deluxe)	Wonderland 	Flashing lights, and we	1	2015-02-17
68	1989 (Deluxe)	Wonderland 	Took a wrong turn, and we	2	2015-02-17
68	1989 (Deluxe)	Wonderland 	Fell down a rabbit hole	3	2015-02-17
68	1989 (Deluxe)	Wonderland 	You held on tight to me	4	2015-02-17
68	1989 (Deluxe)	Wonderland 	'Cause nothing's as it seems	5	2015-02-17
68	1989 (Deluxe)	Wonderland 	And spinning out of control	6	2015-02-17
68	1989 (Deluxe)	Wonderland 	[Pre-Chorus 1]	7	2015-02-17
68	1989 (Deluxe)	Wonderland 	Didn't they tell us don't rush into things?	8	2015-02-17
68	1989 (Deluxe)	Wonderland 	Didn't you flash your green eyes at me?	9	2015-02-17
68	1989 (Deluxe)	Wonderland 	Haven't you heard what becomes of curious minds?	10	2015-02-17
68	1989 (Deluxe)	Wonderland 	Ooh, didn't it all seem new and exciting?	11	2015-02-17
68	1989 (Deluxe)	Wonderland 	I felt your arms twistin' around me	12	2015-02-17
68	1989 (Deluxe)	Wonderland 	I should have slept with one eye open at night	13	2015-02-17
68	1989 (Deluxe)	Wonderland 	[Chorus]	14	2015-02-17
68	1989 (Deluxe)	Wonderland 	We found Wonderland	15	2015-02-17
68	1989 (Deluxe)	Wonderland 	You and I got lost in it	16	2015-02-17
68	1989 (Deluxe)	Wonderland 	And we pretended it could last forever (ey, ey)	17	2015-02-17
68	1989 (Deluxe)	Wonderland 	We found Wonderland	18	2015-02-17
68	1989 (Deluxe)	Wonderland 	You and I got lost in it	19	2015-02-17
68	1989 (Deluxe)	Wonderland 	And life was never worse but never better (ey, ey)	20	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	21	2015-02-17
68	1989 (Deluxe)	Wonderland 	In Wonderland	22	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	23	2015-02-17
68	1989 (Deluxe)	Wonderland 	In Wonderland	24	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	25	2015-02-17
68	1989 (Deluxe)	Wonderland 	In Wonderland	26	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	27	2015-02-17
68	1989 (Deluxe)	Wonderland 	In Wonderland	28	2015-02-17
68	1989 (Deluxe)	Wonderland 	[Verse 2]	29	2015-02-17
68	1989 (Deluxe)	Wonderland 	So we went on our way	30	2015-02-17
68	1989 (Deluxe)	Wonderland 	Too in love to think straight	31	2015-02-17
68	1989 (Deluxe)	Wonderland 	All alone, or so it seemed	32	2015-02-17
68	1989 (Deluxe)	Wonderland 	But there were strangers watching	33	2015-02-17
68	1989 (Deluxe)	Wonderland 	And whispers turned to talking	34	2015-02-17
68	1989 (Deluxe)	Wonderland 	And talking turned to screams, oh	35	2015-02-17
68	1989 (Deluxe)	Wonderland 	[Pre-Chorus 2]	36	2015-02-17
68	1989 (Deluxe)	Wonderland 	Didn't they tell us don't rush into things?	37	2015-02-17
68	1989 (Deluxe)	Wonderland 	Didn't you flash your green eyes at me?	38	2015-02-17
68	1989 (Deluxe)	Wonderland 	Didn't you calm my fears with a Cheshire cat smile?	39	2015-02-17
68	1989 (Deluxe)	Wonderland 	Ooh, didn't it all seem new and exciting?	40	2015-02-17
68	1989 (Deluxe)	Wonderland 	I felt your arms twistin' around me	41	2015-02-17
68	1989 (Deluxe)	Wonderland 	It's all fun and games 'til somebody loses their mind	42	2015-02-17
68	1989 (Deluxe)	Wonderland 	But darlin'	43	2015-02-17
68	1989 (Deluxe)	Wonderland 	[Chorus]	44	2015-02-17
68	1989 (Deluxe)	Wonderland 	We found Wonderland	45	2015-02-17
68	1989 (Deluxe)	Wonderland 	You and I got lost in it	46	2015-02-17
68	1989 (Deluxe)	Wonderland 	And we pretended it could last forever (ey, ey)	47	2015-02-17
68	1989 (Deluxe)	Wonderland 	We found Wonderland	48	2015-02-17
68	1989 (Deluxe)	Wonderland 	You and I got lost in it	49	2015-02-17
68	1989 (Deluxe)	Wonderland 	And life was never worse but never better (ey, ey)	50	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	51	2015-02-17
68	1989 (Deluxe)	Wonderland 	In Wonderland	52	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	53	2015-02-17
68	1989 (Deluxe)	Wonderland 	In Wonderland	54	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	55	2015-02-17
68	1989 (Deluxe)	Wonderland 	In Wonderland	56	2015-02-17
68	1989 (Deluxe)	Wonderland 	(Ey, ey, ey, ey, ey)	57	2015-02-17
68	1989 (Deluxe)	Wonderland 	Whoa, in Wonderland	58	2015-02-17
68	1989 (Deluxe)	Wonderland 	[Bridge]	59	2015-02-17
68	1989 (Deluxe)	Wonderland 	I reached for you, but you were gone	60	2015-02-17
68	1989 (Deluxe)	Wonderland 	I knew I had to go back home	61	2015-02-17
68	1989 (Deluxe)	Wonderland 	You searched the world for something else	62	2015-02-17
68	1989 (Deluxe)	Wonderland 	To make you feel like what we had	63	2015-02-17
68	1989 (Deluxe)	Wonderland 	And in the end, in Wonderland	64	2015-02-17
68	1989 (Deluxe)	Wonderland 	We both went mad	65	2015-02-17
68	1989 (Deluxe)	Wonderland 	Oh	66	2015-02-17
68	1989 (Deluxe)	Wonderland 	[Chorus]	67	2015-02-17
68	1989 (Deluxe)	Wonderland 	We found Wonderland	68	2015-02-17
68	1989 (Deluxe)	Wonderland 	You and I got lost in it	69	2015-02-17
