artist,album,track_title,track_n,lyric,line,year
Taylor Swift,Speak Now,Back To December,3,So this is me swallowing my pride,26,2010
Taylor Swift,Speak Now,Back To December,3,"Standing in front of you, saying I'm sorry for that night",27,2010
Taylor Swift,Speak Now,Back To December,3,And I'd go back to December all the time,28,2010
Taylor Swift,Speak Now,Back To December,3,It turns out freedom ain't nothing but missing you,29,2010
Taylor Swift,Speak Now,Back To December,3,Wishing I'd realized what I had when you were mine,30,2010
Taylor Swift,Speak Now,Back To December,3,"I'd go back to December, turn around and change my own mind",31,2010
Taylor Swift,Speak Now,Back To December,3,I go back to December all the time,32,2010
Taylor Swift,Speak Now,Back To December,3,"I miss your tan skin, your sweet smile, so good to me, so right",33,2010
Taylor Swift,Speak Now,Back To December,3,And how you held me in your arms that September night,34,2010
Taylor Swift,Speak Now,Back To December,3,The first time you ever saw me cry,35,2010
Taylor Swift,Speak Now,Back To December,3,Maybe this is wishful thinking,36,2010
Taylor Swift,Speak Now,Back To December,3,Probably mindless dreaming,37,2010
Taylor Swift,Speak Now,Back To December,3,But if we loved again I swear I'd love you right,38,2010
Taylor Swift,Speak Now,Back To December,3,"I'd go back in time and change it, but I can't",39,2010
Taylor Swift,Speak Now,Back To December,3,"So if the chain is on your door, I understand",40,2010
Taylor Swift,Speak Now,Back To December,3,But this is me swallowing my pride,41,2010
Taylor Swift,Speak Now,Back To December,3,Standing in front of you saying I'm sorry for that night,42,2010
Taylor Swift,Speak Now,Back To December,3,And I'd go back to December...,43,2010
Taylor Swift,Speak Now,Back To December,3,It turns out freedom ain't nothing but missing you,44,2010
Taylor Swift,Speak Now,Back To December,3,Wishing I'd realized what I had when you were mine,45,2010
Taylor Swift,Speak Now,Back To December,3,"I'd go back to December, turn around and make it alright",46,2010
Taylor Swift,Speak Now,Back To December,3,"I'd go back to December, turn around and change my own mind",47,2010
Taylor Swift,Speak Now,Back To December,3,I go back to December all the time,48,2010
Taylor Swift,Speak Now,Back To December,3,All the time,49,2010
Taylor Swift,Speak Now,Speak Now,4,I am not the kind of girl,1,2010
Taylor Swift,Speak Now,Speak Now,4,Who should be rudely barging in,2,2010
Taylor Swift,Speak Now,Speak Now,4,On a white veil occasion,3,2010
Taylor Swift,Speak Now,Speak Now,4,But you are not the kind of boy,4,2010
Taylor Swift,Speak Now,Speak Now,4,Who should be marrying the wrong girl,5,2010
Taylor Swift,Speak Now,Speak Now,4,I sneak in and see your friends,6,2010
Taylor Swift,Speak Now,Speak Now,4,And her snotty little family,7,2010
Taylor Swift,Speak Now,Speak Now,4,All dressed in pastel,8,2010
Taylor Swift,Speak Now,Speak Now,4,And she is yelling at a bridesmaid,9,2010
Taylor Swift,Speak Now,Speak Now,4,Somewhere back inside a room,10,2010
Taylor Swift,Speak Now,Speak Now,4,Wearing a gown shaped like a pastry,11,2010
Taylor Swift,Speak Now,Speak Now,4,This is surely not,12,2010
Taylor Swift,Speak Now,Speak Now,4,What you thought it would be,13,2010
Taylor Swift,Speak Now,Speak Now,4,I lose myself in a daydream,14,2010
Taylor Swift,Speak Now,Speak Now,4,Where I stand and say,15,2010
Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",16,2010
Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,17,2010
Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,18,2010
Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,19,2010
Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,20,2010
Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",21,2010
Taylor Swift,Speak Now,Speak Now,4,Fond gestures are exchanged,22,2010
Taylor Swift,Speak Now,Speak Now,4,And the organ starts to play,23,2010
Taylor Swift,Speak Now,Speak Now,4,A song that sounds like a death march,24,2010
Taylor Swift,Speak Now,Speak Now,4,And I am hiding in the curtains,25,2010
Taylor Swift,Speak Now,Speak Now,4,It seems that I was uninvited,26,2010
Taylor Swift,Speak Now,Speak Now,4,By your lovely bride-to-be,27,2010
Taylor Swift,Speak Now,Speak Now,4,She floats down the aisle,28,2010
Taylor Swift,Speak Now,Speak Now,4,Like a pageant queen,29,2010
Taylor Swift,Speak Now,Speak Now,4,But I know you wish it was me,30,2010
Taylor Swift,Speak Now,Speak Now,4,You wish it was me (Don't you),31,2010
Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",32,2010
Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,33,2010
Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,34,2010
Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,35,2010
Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,36,2010
Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",37,2010
Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",38,2010
Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,39,2010
Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,40,2010
Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,41,2010
Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,42,2010
Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",43,2010
Taylor Swift,Speak Now,Speak Now,4,"Ooh, la-da-da-da, oh",44,2010
Taylor Swift,Speak Now,Speak Now,4,"Ooh, ooh",45,2010
Taylor Swift,Speak Now,Speak Now,4,(Say a single vow),46,2010
Taylor Swift,Speak Now,Speak Now,4,I hear the preacher say,47,2010
Taylor Swift,Speak Now,Speak Now,4,"""Speak now or forever hold your peace""",48,2010
Taylor Swift,Speak Now,Speak Now,4,"There's the silence, there's my last chance",49,2010
Taylor Swift,Speak Now,Speak Now,4,"I stand up with shaking hands, all eyes on me",50,2010
Taylor Swift,Speak Now,Speak Now,4,Horrified looks from everyone in the room,51,2010
Taylor Swift,Speak Now,Speak Now,4,But I'm only looking at you,52,2010
Taylor Swift,Speak Now,Speak Now,4,I am not the kind of girl,53,2010
Taylor Swift,Speak Now,Speak Now,4,Who should be rudely barging in,54,2010
Taylor Swift,Speak Now,Speak Now,4,On a white veil occasion,55,2010
Taylor Swift,Speak Now,Speak Now,4,But you are not the kind of boy,56,2010
Taylor Swift,Speak Now,Speak Now,4,Who should be marrying the wrong girl,57,2010
Taylor Swift,Speak Now,Speak Now,4,(Hehe!),58,2010
Taylor Swift,Speak Now,Speak Now,4,"Don't say yes, run away now",59,2010
Taylor Swift,Speak Now,Speak Now,4,I'll meet you when you're out,60,2010
Taylor Swift,Speak Now,Speak Now,4,Of the church at the back door,61,2010
Taylor Swift,Speak Now,Speak Now,4,Don't wait or say a single vow,62,2010
Taylor Swift,Speak Now,Speak Now,4,You need to hear me out,63,2010
Taylor Swift,Speak Now,Speak Now,4,"And they said ""speak now""",64,2010
Taylor Swift,Speak Now,Speak Now,4,And you say,65,2010
Taylor Swift,Speak Now,Speak Now,4,"""Let's run away now",66,2010
Taylor Swift,Speak Now,Speak Now,4,I'll meet you when,67,2010
Taylor Swift,Speak Now,Speak Now,4,"I'm out of my tux at the back door""",68,2010
Taylor Swift,Speak Now,Speak Now,4,"Baby, I didn't say my vows",69,2010
Taylor Swift,Speak Now,Speak Now,4,So glad you were around when they said,70,2010
Taylor Swift,Speak Now,Speak Now,4,"""Speak now""",71,2010
Taylor Swift,Speak Now,Dear John,5,Long were the nights when,1,2010
Taylor Swift,Speak Now,Dear John,5,My days once revolved around you,2,2010
Taylor Swift,Speak Now,Dear John,5,Counting my footsteps,3,2010
Taylor Swift,Speak Now,Dear John,5,Praying the floor won't fall through... again,4,2010
Taylor Swift,Speak Now,Dear John,5,My mother accused me of losing my mind,5,2010
Taylor Swift,Speak Now,Dear John,5,But I swore I was fine,6,2010
Taylor Swift,Speak Now,Dear John,5,You paint me a blue sky,7,2010
Taylor Swift,Speak Now,Dear John,5,Then go back and turn it to rain,8,2010
Taylor Swift,Speak Now,Dear John,5,And I lived in your chess game,9,2010
Taylor Swift,Speak Now,Dear John,5,But you changed the rules everyday,10,2010
Taylor Swift,Speak Now,Dear John,5,"Wonderin' which version of you I might get on the phone, tonight",11,2010
Taylor Swift,Speak Now,Dear John,5,Well I stopped pickin' up and this song is to let you know why,12,2010
Taylor Swift,Speak Now,Dear John,5,"Dear John, I see it all now that you're gone",13,2010
Taylor Swift,Speak Now,Dear John,5,Don't you think I was too young to be messed with,14,2010
Taylor Swift,Speak Now,Dear John,5,The girl in the dress cried the whole way home,15,2010
Taylor Swift,Speak Now,Dear John,5,I shoulda' known,16,2010
Taylor Swift,Speak Now,Dear John,5,Well maybe it's me,17,2010
Taylor Swift,Speak Now,Dear John,5,And my blind optimism to blame,18,2010
Taylor Swift,Speak Now,Dear John,5,Or maybe it's you and your sick need,19,2010
Taylor Swift,Speak Now,Dear John,5,To give love and take it away,20,2010
Taylor Swift,Speak Now,Dear John,5,And you'll add my name to your long list of traitors,21,2010
Taylor Swift,Speak Now,Dear John,5,Who don't understand,22,2010
Taylor Swift,Speak Now,Dear John,5,And I look back in regret how I ignored when they said,23,2010
Taylor Swift,Speak Now,Dear John,5,"""Run as fast as you can""",24,2010
Taylor Swift,Speak Now,Dear John,5,"Dear John, I see it all now that you're gone",25,2010
Taylor Swift,Speak Now,Dear John,5,Don't you think I was too young to be messed with,26,2010
Taylor Swift,Speak Now,Dear John,5,The girl in the dress cried the whole way home,27,2010
Taylor Swift,Speak Now,Dear John,5,"Dear John, I see it all now it was wrong",28,2010
Taylor Swift,Speak Now,Dear John,5,Don't you think nineteen's too young,29,2010
Taylor Swift,Speak Now,Dear John,5,"To be played by your dark, twisted games",30,2010
Taylor Swift,Speak Now,Dear John,5,When I loved you so?,31,2010
Taylor Swift,Speak Now,Dear John,5,I shoulda' known,32,2010
Taylor Swift,Speak Now,Dear John,5,You are an expert at sorry,33,2010
Taylor Swift,Speak Now,Dear John,5,And keeping the lines blurry,34,2010
Taylor Swift,Speak Now,Dear John,5,Never impressed by me acing your tests,35,2010
Taylor Swift,Speak Now,Dear John,5,All the girls that you've run dry have tired lifeless eyes,36,2010
Taylor Swift,Speak Now,Dear John,5,'Cause you burned them out,37,2010
Taylor Swift,Speak Now,Dear John,5,But I took your matches,38,2010
Taylor Swift,Speak Now,Dear John,5,Before fire could catch me,39,2010
Taylor Swift,Speak Now,Dear John,5,So don't look now,40,2010
Taylor Swift,Speak Now,Dear John,5,I'm shining like fireworks,41,2010
Taylor Swift,Speak Now,Dear John,5,"Over your sad empty town, yeah",42,2010
Taylor Swift,Speak Now,Dear John,5,"Oh, oh, oh, oh, oh, oh",43,2010
Taylor Swift,Speak Now,Dear John,5,"Dear John, I see it all now that you're gone",44,2010
Taylor Swift,Speak Now,Dear John,5,Don't you think I was too young to be messed with,45,2010
Taylor Swift,Speak Now,Dear John,5,The girl in the dress cried the whole way home,46,2010
Taylor Swift,Speak Now,Dear John,5,I see it all now that you're gone,47,2010
Taylor Swift,Speak Now,Dear John,5,Don't you think I was too young to be messed with,48,2010
Taylor Swift,Speak Now,Dear John,5,The girl in the dress,49,2010
Taylor Swift,Speak Now,Dear John,5,"Wrote you a song, you shoulda' known",50,2010
Taylor Swift,Speak Now,Dear John,5,You shoulda' known,51,2010
Taylor Swift,Speak Now,Dear John,5,Don't you think I was too young,52,2010
Taylor Swift,Speak Now,Dear John,5,You shoulda' known,53,2010
Taylor Swift,Speak Now,Mean,6,"You, with your words like knives",1,2010
Taylor Swift,Speak Now,Mean,6,And swords and weapons that you use against me,2,2010
Taylor Swift,Speak Now,Mean,6,You have knocked me off my feet again,3,2010
Taylor Swift,Speak Now,Mean,6,Got me feeling like I'm nothing,4,2010
Taylor Swift,Speak Now,Mean,6,"You, with your voice like nails on a chalkboard",5,2010
Taylor Swift,Speak Now,Mean,6,Calling me out when I'm wounded,6,2010
Taylor Swift,Speak Now,Mean,6,"You, picking on the weaker man",7,2010
Taylor Swift,Speak Now,Mean,6,But you can take me down with just one single blow,8,2010
Taylor Swift,Speak Now,Mean,6,But you don't know what you don't know,9,2010
Taylor Swift,Speak Now,Mean,6,"Someday, I'll be living in a big old city",10,2010
Taylor Swift,Speak Now,Mean,6,And all you're ever gonna be is mean,11,2010
Taylor Swift,Speak Now,Mean,6,"Someday, I'll be big enough so you can't hit me",12,2010
Taylor Swift,Speak Now,Mean,6,And all you're ever gonna be is mean,13,2010
Taylor Swift,Speak Now,Mean,6,Why you gotta be so mean?,14,2010
Taylor Swift,Speak Now,Mean,6,"You, with your switching sides",15,2010
Taylor Swift,Speak Now,Mean,6,And your wildfire lies and your humiliation,16,2010
Taylor Swift,Speak Now,Mean,6,You have pointed out my flaws again,17,2010
Taylor Swift,Speak Now,Mean,6,As if I don't already see them,18,2010
Taylor Swift,Speak Now,Mean,6,"I walk with my head down, trying to block you out",19,2010
Taylor Swift,Speak Now,Mean,6,'Cause I'll never impress you,20,2010
Taylor Swift,Speak Now,Mean,6,I just want to feel okay again,21,2010
Taylor Swift,Speak Now,Mean,6,I bet you got pushed around,22,2010
Taylor Swift,Speak Now,Mean,6,Somebody made you cold,23,2010
Taylor Swift,Speak Now,Mean,6,But the cycle ends right now,24,2010
Taylor Swift,Speak Now,Mean,6,'Cause you can't lead me down that road,25,2010
Taylor Swift,Speak Now,Mean,6,And you don't know what you don't know,26,2010
Taylor Swift,Speak Now,Mean,6,"Someday, I'll be living in a big old city",27,2010
Taylor Swift,Speak Now,Mean,6,And all you're ever gonna be is mean,28,2010
Taylor Swift,Speak Now,Mean,6,"Someday, I'll be big enough so you can't hit me",29,2010
Taylor Swift,Speak Now,Mean,6,And all you're ever gonna be is mean,30,2010
Taylor Swift,Speak Now,Mean,6,Why you gotta be so mean?,31,2010
Taylor Swift,Speak Now,Mean,6,And I can see you years from now in a bar,32,2010
Taylor Swift,Speak Now,Mean,6,Talking over a football game,33,2010
Taylor Swift,Speak Now,Mean,6,With that same big loud opinion,34,2010
Taylor Swift,Speak Now,Mean,6,But nobody's listening,35,2010
Taylor Swift,Speak Now,Mean,6,Washed up and ranting about the same old bitter things,36,2010
Taylor Swift,Speak Now,Mean,6,Drunk and grumbling on about how I can't sing,37,2010
Taylor Swift,Speak Now,Mean,6,But all you are is mean,38,2010
Taylor Swift,Speak Now,Mean,6,All you are is mean,39,2010
Taylor Swift,Speak Now,Mean,6,"And a liar, and pathetic, and alone in life",40,2010
Taylor Swift,Speak Now,Mean,6,"And mean, and mean, and mean, and mean",41,2010
Taylor Swift,Speak Now,Mean,6,But someday I'll be living in a big old city,42,2010
Taylor Swift,Speak Now,Mean,6,"And all you're ever going to be is mean, yeah!",43,2010
Taylor Swift,Speak Now,Mean,6,"Someday, I'll be big enough so you can't hit me",44,2010
Taylor Swift,Speak Now,Mean,6,And all you're ever going to be is mean,45,2010
Taylor Swift,Speak Now,Mean,6,Why you gotta be so mean?,46,2010
Taylor Swift,Speak Now,Mean,6,"Someday, I'll be living in a big old city",47,2010
Taylor Swift,Speak Now,Mean,6,(Why you gotta be so mean?),48,2010
Taylor Swift,Speak Now,Mean,6,And all you're ever gonna be is mean,49,2010
Taylor Swift,Speak Now,Mean,6,(Why you gotta be so mean?),50,2010
Taylor Swift,Speak Now,Mean,6,"Someday, I'll be big enough so you can't hit me",51,2010
Taylor Swift,Speak Now,Mean,6,(Why you gotta be so mean?),52,2010
Taylor Swift,Speak Now,Mean,6,And all you're ever gonna be is mean,53,2010
Taylor Swift,Speak Now,Mean,6,Why you gotta be so mean?,54,2010
Taylor Swift,Speak Now,The Story of Us,7,I used to think one day we'd tell the story of us,1,2010
Taylor Swift,Speak Now,The Story of Us,7,How we met,2,2010
Taylor Swift,Speak Now,The Story of Us,7,And the sparks flew instantly,3,2010
Taylor Swift,Speak Now,The Story of Us,7,And people would say they're the lucky ones,4,2010
Taylor Swift,Speak Now,The Story of Us,7,I used to know my place was a spot next to you,5,2010
Taylor Swift,Speak Now,The Story of Us,7,Now I'm searching the room for an empty seat,6,2010
Taylor Swift,Speak Now,The Story of Us,7,'Cause lately I don't even know what page you're on,7,2010
Taylor Swift,Speak Now,The Story of Us,7,"Oh, a simple complication",8,2010
Taylor Swift,Speak Now,The Story of Us,7,Miscommunications lead to fallout,9,2010
Taylor Swift,Speak Now,The Story of Us,7,So many things that I wish you knew,10,2010
Taylor Swift,Speak Now,The Story of Us,7,So many walls up that I can't break through,11,2010
Taylor Swift,Speak Now,The Story of Us,7,Now I'm standing alone in a crowded room,12,2010
Taylor Swift,Speak Now,The Story of Us,7,And we're not speaking,13,2010
Taylor Swift,Speak Now,The Story of Us,7,And I'm dying to know,14,2010
Taylor Swift,Speak Now,The Story of Us,7,Is it killing you like it's killing me?,15,2010
Taylor Swift,Speak Now,The Story of Us,7,"Yeah, I don't know what to say since a twist of fate, when it all broke down",16,2010
Taylor Swift,Speak Now,The Story of Us,7,And the story of us looks a lot like a tragedy now,17,2010
Taylor Swift,Speak Now,The Story of Us,7,Next chapter,18,2010
Taylor Swift,Speak Now,The Story of Us,7,How'd we end up this way?,19,2010
Taylor Swift,Speak Now,The Story of Us,7,See me nervously pulling at my clothes and trying to look busy,20,2010
Taylor Swift,Speak Now,The Story of Us,7,And you're doing your best to avoid me,21,2010
Taylor Swift,Speak Now,The Story of Us,7,I'm starting to think one day I'll tell the story of us,22,2010
Taylor Swift,Speak Now,The Story of Us,7,Of how I was losing my mind when I saw you here,23,2010
Taylor Swift,Speak Now,The Story of Us,7,But you held your pride like you should have held me,24,2010
Taylor Swift,Speak Now,The Story of Us,7,"Oh, I'm scared to see the ending",25,2010
Taylor Swift,Speak Now,The Story of Us,7,Why are we pretending this is nothing?,26,2010
Taylor Swift,Speak Now,The Story of Us,7,"I'd tell you I miss you, but I don't know how",27,2010
Taylor Swift,Speak Now,The Story of Us,7,I've never heard silence quite this loud,28,2010
Taylor Swift,Speak Now,The Story of Us,7,Now I'm standing alone in a crowded room,29,2010
Taylor Swift,Speak Now,The Story of Us,7,And we're not speaking,30,2010
Taylor Swift,Speak Now,The Story of Us,7,And I'm dying to know,31,2010
Taylor Swift,Speak Now,The Story of Us,7,Is it killing you like it's killing me?,32,2010
Taylor Swift,Speak Now,The Story of Us,7,"Yeah, and I don't know what to say since a twist of fate, when it all broke down",33,2010
Taylor Swift,Speak Now,The Story of Us,7,And the story of us looks a lot like a tragedy now,34,2010
Taylor Swift,Speak Now,The Story of Us,7,This is looking like a contest,35,2010
Taylor Swift,Speak Now,The Story of Us,7,Of who can act like they care less,36,2010
Taylor Swift,Speak Now,The Story of Us,7,But I liked it better when you were on my side,37,2010
Taylor Swift,Speak Now,The Story of Us,7,The battle's in your hands now,38,2010
Taylor Swift,Speak Now,The Story of Us,7,But I would lay my armor down,39,2010
Taylor Swift,Speak Now,The Story of Us,7,If you say you'd rather love than fight,40,2010
Taylor Swift,Speak Now,The Story of Us,7,So many things that you wish I knew,41,2010
Taylor Swift,Speak Now,The Story of Us,7,But the story of us might be ending soon,42,2010
Taylor Swift,Speak Now,The Story of Us,7,Now I'm standing alone in a crowded room,43,2010
Taylor Swift,Speak Now,The Story of Us,7,And we're not speaking,44,2010
Taylor Swift,Speak Now,The Story of Us,7,And I'm dying to know,45,2010
Taylor Swift,Speak Now,The Story of Us,7,Is it killing you like it's killing me?,46,2010
Taylor Swift,Speak Now,The Story of Us,7,"Yeah, and I don't know what to say since a twist of fate, when it all broke down",47,2010
Taylor Swift,Speak Now,The Story of Us,7,"And the story of us looks a lot like a tragedy now, now, now",48,2010
Taylor Swift,Speak Now,The Story of Us,7,And we're not speaking,49,2010
Taylor Swift,Speak Now,The Story of Us,7,And I'm dying to know is it killing you like it's killing me?,50,2010
Taylor Swift,Speak Now,The Story of Us,7,Yeah,51,2010
Taylor Swift,Speak Now,The Story of Us,7,"And I don't know what to say since a twist of fate, because we're going down",52,2010
Taylor Swift,Speak Now,The Story of Us,7,And the story of us looks a lot like a tragedy now,53,2010
Taylor Swift,Speak Now,The Story of Us,7,The End,54,2010
Taylor Swift,Speak Now,Never Grow Up,8,Your little hand's wrapped around my finger,1,2010
Taylor Swift,Speak Now,Never Grow Up,8,And it's so quiet in the world tonight,2,2010
Taylor Swift,Speak Now,Never Grow Up,8,Your little eyelids flutter cause you're dreaming,3,2010
Taylor Swift,Speak Now,Never Grow Up,8,"So I tuck you in, turn on your favorite night light",4,2010
Taylor Swift,Speak Now,Never Grow Up,8,"To you everything's funny, you got nothing to regret",5,2010
Taylor Swift,Speak Now,Never Grow Up,8,"I'd give all I have, honey",6,2010
Taylor Swift,Speak Now,Never Grow Up,8,If you could stay like that,7,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh darling, don't you ever grow up",8,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Don't you ever grow up, just stay this little",9,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh darling, don't you ever grow up",10,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Don't you ever grow up, it could stay this simple",11,2010
Taylor Swift,Speak Now,Never Grow Up,8,"I won't let nobody hurt you, won't let no one break your heart",12,2010
Taylor Swift,Speak Now,Never Grow Up,8,And no one will desert you,13,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Just try to never grow up, never grow up",14,2010
Taylor Swift,Speak Now,Never Grow Up,8,You're in the car on the way to the movies,15,2010
Taylor Swift,Speak Now,Never Grow Up,8,And you're mortified your mom's dropping you off,16,2010
Taylor Swift,Speak Now,Never Grow Up,8,At 14 there's just so much you can't do,17,2010
Taylor Swift,Speak Now,Never Grow Up,8,And you can't wait to move out someday and call your own shots,18,2010
Taylor Swift,Speak Now,Never Grow Up,8,But don't make her drop you off around the block,19,2010
Taylor Swift,Speak Now,Never Grow Up,8,Remember that she's getting older too,20,2010
Taylor Swift,Speak Now,Never Grow Up,8,And don't lose the way that you dance around in your pj's getting ready for school,21,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh darling, don't you ever grow up",22,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Don't you ever grow up, just stay this little",23,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh darling, don't you ever grow up",24,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Don't you ever grow up, it could stay this simple",25,2010
Taylor Swift,Speak Now,Never Grow Up,8,"No one's ever burned you, nothing's ever left you scarred",26,2010
Taylor Swift,Speak Now,Never Grow Up,8,"And even though you want to, just try to never grow up",27,2010
Taylor Swift,Speak Now,Never Grow Up,8,Take pictures in your mind of your childhood room,28,2010
Taylor Swift,Speak Now,Never Grow Up,8,Memorize what it sounded like when your dad gets home,29,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Remember the footsteps, remember the words said",30,2010
Taylor Swift,Speak Now,Never Grow Up,8,And all your little brother's favorite songs,31,2010
Taylor Swift,Speak Now,Never Grow Up,8,I just realized everything I have is someday gonna be gone,32,2010
Taylor Swift,Speak Now,Never Grow Up,8,So here I am in my new apartment,33,2010
Taylor Swift,Speak Now,Never Grow Up,8,"In a big city, they just dropped me off",34,2010
Taylor Swift,Speak Now,Never Grow Up,8,It's so much colder that I thought it would be,35,2010
Taylor Swift,Speak Now,Never Grow Up,8,So I tuck myself in and turn my night light on,36,2010
Taylor Swift,Speak Now,Never Grow Up,8,Wish I'd never grown up,37,2010
Taylor Swift,Speak Now,Never Grow Up,8,I wish I'd never grown up,38,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh I don't wanna grow up, wish I'd never grown up",39,2010
Taylor Swift,Speak Now,Never Grow Up,8,I could still be little,40,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh I don't wanna grow up, wish I'd never grown up",41,2010
Taylor Swift,Speak Now,Never Grow Up,8,It could still be simple,42,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh darling, don't you ever grow up",43,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Don't you ever grow up, just stay this little",44,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh darling, don't you ever grow up",45,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Don't you ever grow up, it could stay this simple",46,2010
Taylor Swift,Speak Now,Never Grow Up,8,Won't let nobody hurt you,47,2010
Taylor Swift,Speak Now,Never Grow Up,8,Won't let no one break your heart,48,2010
Taylor Swift,Speak Now,Never Grow Up,8,"And even though you want to, please try to never grow up",49,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh, don't you ever grow up",50,2010
Taylor Swift,Speak Now,Never Grow Up,8,"Oh, never grow up, just never grow up",51,2010
Taylor Swift,Speak Now,Enchanted,9,There I was again tonight,1,2010
Taylor Swift,Speak Now,Enchanted,9,"Forcing laughter, faking smiles",2,2010
Taylor Swift,Speak Now,Enchanted,9,"Same old tired, lonely place",3,2010
Taylor Swift,Speak Now,Enchanted,9,"Walls of insincerity, shifting eyes and vacancy",4,2010
Taylor Swift,Speak Now,Enchanted,9,Vanished when I saw your face,5,2010
Taylor Swift,Speak Now,Enchanted,9,All I can say is,6,2010
Taylor Swift,Speak Now,Enchanted,9,It was enchanting to meet you,7,2010
Taylor Swift,Speak Now,Enchanted,9,"Your eyes whispered ""have we met?""",8,2010
Taylor Swift,Speak Now,Enchanted,9,Across the room your silhouette,9,2010
Taylor Swift,Speak Now,Enchanted,9,Starts to make its way to me,10,2010
Taylor Swift,Speak Now,Enchanted,9,The playful conversation starts,11,2010
Taylor Swift,Speak Now,Enchanted,9,Counter all your quick remarks,12,2010
Taylor Swift,Speak Now,Enchanted,9,Like passing notes in secrecy,13,2010
Taylor Swift,Speak Now,Enchanted,9,And it was,14,2010
Taylor Swift,Speak Now,Enchanted,9,Enchanting to meet you,15,2010
Taylor Swift,Speak Now,Enchanted,9,All I can say is,16,2010
Taylor Swift,Speak Now,Enchanted,9,I was enchanted to meet you,17,2010
Taylor Swift,Speak Now,Enchanted,9,This night is sparkling,18,2010
Taylor Swift,Speak Now,Enchanted,9,Don't you let it go,19,2010
Taylor Swift,Speak Now,Enchanted,9,I'm wonderstruck,20,2010
Taylor Swift,Speak Now,Enchanted,9,Blushing all the way home,21,2010
Taylor Swift,Speak Now,Enchanted,9,I'll spend forever,22,2010
Taylor Swift,Speak Now,Enchanted,9,Wondering if you knew,23,2010
Taylor Swift,Speak Now,Enchanted,9,I was enchanted to meet you,24,2010
Taylor Swift,Speak Now,Enchanted,9,The lingering question kept me up,25,2010
Taylor Swift,Speak Now,Enchanted,9,"2AM, who do you love?",26,2010
Taylor Swift,Speak Now,Enchanted,9,I wonder 'til I'm wide awake,27,2010
Taylor Swift,Speak Now,Enchanted,9,And now I'm pacing back and forth,28,2010
Taylor Swift,Speak Now,Enchanted,9,Wishing you were at my door,29,2010
Taylor Swift,Speak Now,Enchanted,9,"I'd open up and you would say ""hey""",30,2010
Taylor Swift,Speak Now,Enchanted,9,It was,31,2010
Taylor Swift,Speak Now,Enchanted,9,Enchanting to meet you,32,2010
Taylor Swift,Speak Now,Enchanted,9,All I know is I was,33,2010
Taylor Swift,Speak Now,Enchanted,9,Enchanted to meet you,34,2010
Taylor Swift,Speak Now,Enchanted,9,This night is sparkling,35,2010
Taylor Swift,Speak Now,Enchanted,9,Don't you let it go,36,2010
Taylor Swift,Speak Now,Enchanted,9,I'm wonderstruck,37,2010
Taylor Swift,Speak Now,Enchanted,9,Blushing all the way home,38,2010
Taylor Swift,Speak Now,Enchanted,9,I'll spend forever,39,2010
Taylor Swift,Speak Now,Enchanted,9,Wondering if you knew,40,2010
Taylor Swift,Speak Now,Enchanted,9,This night is flawless,41,2010
Taylor Swift,Speak Now,Enchanted,9,Don't you let it go,42,2010
Taylor Swift,Speak Now,Enchanted,9,I'm wonderstruck,43,2010
Taylor Swift,Speak Now,Enchanted,9,Dancing around all alone,44,2010
Taylor Swift,Speak Now,Enchanted,9,I'll spend forever,45,2010
